,Chin,Nose,RightEye1,RightEye2,LeftEye1,LeftEye2,MouthRight,MouthTop,MouthLeft,MouthBottom,Label
43,18584.0,567.0,559.0,542.0,4986.0,5027.0,540.0,577.0,574.0,546.0,Real_Face
44,795.0,592.0,552.0,545.0,582.0,608.0,564.0,581.0,593.0,573.0,Real_Face
45,748.0,556.0,519.0,509.0,548.0,587.0,534.0,550.0,562.0,545.0,Real_Face
46,636.0,628.0,649.0,628.0,620.0,640.0,621.0,615.0,625.0,619.0,Real_Face
47,500.0,481.0,472.0,455.0,5287.0,6072.0,455.0,484.0,492.0,449.0,Real_Face
48,573.0,572.0,576.0,559.0,571.0,587.0,560.0,572.0,572.0,550.0,Real_Face
49,23588.0,721.0,684.0,675.0,5197.0,4946.0,667.0,725.0,707.0,672.0,Real_Face
50,742.0,788.0,783.0,763.0,10574.0,7301.0,742.0,754.0,760.0,738.0,Real_Face
51,722.0,751.0,750.0,734.0,783.0,802.0,716.0,718.0,734.0,716.0,Real_Face
52,728.0,748.0,744.0,730.0,768.0,794.0,710.0,722.0,735.0,712.0,Real_Face
53,731.0,762.0,787.0,772.0,776.0,786.0,738.0,740.0,737.0,730.0,Real_Face
54,734.0,773.0,786.0,772.0,789.0,808.0,739.0,747.0,761.0,742.0,Real_Face
55,725.0,744.0,753.0,737.0,762.0,787.0,718.0,725.0,731.0,716.0,Real_Face
56,728.0,753.0,768.0,756.0,782.0,800.0,723.0,733.0,741.0,725.0,Real_Face
57,691.0,707.0,715.0,706.0,711.0,722.0,679.0,691.0,699.0,685.0,Real_Face
58,745.0,761.0,780.0,769.0,777.0,803.0,739.0,744.0,752.0,732.0,Real_Face
59,710.0,735.0,758.0,744.0,761.0,788.0,709.0,722.0,730.0,715.0,Real_Face
60,718.0,750.0,760.0,750.0,768.0,794.0,719.0,727.0,741.0,722.0,Real_Face
61,727.0,743.0,768.0,749.0,765.0,789.0,720.0,722.0,730.0,714.0,Real_Face
62,4412.0,7965.0,644.0,5841.0,4089.0,3740.0,5197.0,17036.0,11151.0,5111.0,Real_Face
63,4646.0,23588.0,4906.0,4412.0,3809.0,3833.0,10221.0,19165.0,4986.0,5027.0,Real_Face
64,4906.0,14262.0,5287.0,4444.0,3957.0,4089.0,14262.0,19783.0,13938.0,5287.0,Real_Face
65,4829.0,5027.0,776.0,6195.0,4412.0,4319.0,5333.0,5027.0,5111.0,5242.0,Real_Face
66,4611.0,19783.0,6739.0,5197.0,4116.0,4061.0,4946.0,12516.0,5287.0,4986.0,Real_Face
67,5380.0,5197.0,7763.0,7131.0,4201.0,4172.0,6388.0,5287.0,4946.0,6258.0,Real_Face
68,5242.0,5380.0,7479.0,7049.0,4791.0,4646.0,6594.0,5575.0,5068.0,6388.0,Real_Face
69,6013.0,6456.0,886.0,6739.0,6323.0,5626.0,6594.0,6594.0,6388.0,6969.0,Real_Face
70,6072.0,6456.0,6969.0,6969.0,4906.0,4867.0,6739.0,6388.0,5897.0,6666.0,Real_Face
71,4611.0,4754.0,5287.0,5027.0,16575.0,22714.0,5287.0,4577.0,4444.0,5287.0,Real_Face
72,5626.0,5333.0,6456.0,6013.0,4829.0,5476.0,6388.0,5732.0,5242.0,6195.0,Real_Face
73,5476.0,5027.0,7131.0,6133.0,4754.0,5427.0,6456.0,5287.0,5111.0,6388.0,Real_Face
74,5476.0,4946.0,6814.0,6456.0,4791.0,5287.0,6323.0,5287.0,4986.0,6388.0,Real_Face
75,4986.0,4682.0,5575.0,5333.0,9292.0,18038.0,5679.0,4867.0,4829.0,5197.0,Real_Face
76,6323.0,6013.0,6891.0,7215.0,5333.0,4867.0,6072.0,6323.0,6388.0,6969.0,Real_Face
77,6388.0,6456.0,7301.0,6814.0,5333.0,5154.0,6594.0,6013.0,6388.0,6666.0,Real_Face
78,6323.0,6195.0,7965.0,7049.0,5154.0,4986.0,6891.0,6195.0,6456.0,6388.0,Real_Face
79,55753.0,3651.0,9435.0,5732.0,3833.0,3525.0,4946.0,3762.0,16575.0,18038.0,Real_Face
80,4646.0,5575.0,685.0,8638.0,6013.0,6456.0,5786.0,4986.0,4946.0,6013.0,Real_Face
81,20443.0,8401.0,5242.0,6133.0,4008.0,5954.0,15725.0,4381.0,3407.0,4172.0,Real_Face
82,650.0,652.0,626.0,622.0,695.0,7863.0,635.0,648.0,767.0,650.0,Real_Face
83,6258.0,5626.0,7301.0,6891.0,5476.0,5111.0,6666.0,6195.0,6388.0,6969.0,Real_Face
84,5154.0,4906.0,6323.0,5679.0,4646.0,5197.0,6456.0,4906.0,5068.0,5897.0,Real_Face
85,4906.0,4791.0,6524.0,5427.0,4577.0,11571.0,6072.0,4986.0,4867.0,5427.0,Real_Face
86,5333.0,5111.0,7215.0,5841.0,4611.0,4986.0,6258.0,5197.0,5111.0,6388.0,Real_Face
87,4906.0,4986.0,6133.0,5525.0,4444.0,7389.0,6195.0,4986.0,4829.0,5287.0,Real_Face
88,4946.0,4946.0,6666.0,5897.0,4289.0,4718.0,6388.0,4829.0,4754.0,5333.0,Real_Face
89,5068.0,4867.0,6891.0,5897.0,4289.0,4412.0,6456.0,4906.0,4829.0,5626.0,Real_Face
90,675.0,657.0,643.0,646.0,17522.0,19783.0,647.0,667.0,774.0,683.0,Real_Face
91,494.0,401.0,337.0,357.0,5679.0,6814.0,359.0,387.0,5525.0,366.0,Real_Face
92,566.0,443.0,7571.0,456.0,6666.0,5897.0,415.0,428.0,7571.0,413.0,Real_Face
93,594.0,486.0,459.0,467.0,522.0,6891.0,475.0,481.0,499.0,477.0,Real_Face
94,699.0,709.0,619.0,629.0,6133.0,7571.0,626.0,712.0,6891.0,650.0,Real_Face
95,784.0,6013.0,716.0,739.0,8638.0,7571.0,775.0,6524.0,5626.0,6814.0,Real_Face
96,6814.0,6456.0,6891.0,7389.0,7049.0,5476.0,6195.0,6594.0,6814.0,6969.0,Real_Face
97,7666.0,6594.0,6133.0,6739.0,6388.0,4829.0,6969.0,6594.0,6814.0,6524.0,Real_Face
98,6133.0,6258.0,8177.0,8638.0,4829.0,4791.0,6739.0,6258.0,6388.0,6739.0,Real_Face
99,6258.0,5786.0,6666.0,6258.0,5732.0,5068.0,6456.0,6013.0,6258.0,7049.0,Real_Face
100,5333.0,4829.0,6133.0,5333.0,5197.0,18584.0,6388.0,4867.0,4946.0,6072.0,Real_Face
101,6323.0,6072.0,7049.0,7131.0,4718.0,4986.0,6891.0,6388.0,5732.0,6258.0,Real_Face
102,5732.0,5476.0,6969.0,6072.0,4829.0,5154.0,6666.0,5732.0,5287.0,6072.0,Real_Face
103,5626.0,5197.0,6323.0,6133.0,4946.0,5333.0,6814.0,5476.0,5242.0,6195.0,Real_Face
104,765.0,782.0,6666.0,5679.0,4646.0,4412.0,817.0,782.0,763.0,789.0,Real_Face
105,683.0,5197.0,7131.0,6524.0,4646.0,5197.0,703.0,711.0,699.0,700.0,Real_Face
106,5242.0,5027.0,7131.0,5626.0,4477.0,4906.0,6323.0,5068.0,4867.0,6456.0,Real_Face
107,6013.0,5954.0,805.0,6969.0,5287.0,4946.0,6258.0,6388.0,6013.0,7215.0,Real_Face
108,6323.0,6456.0,790.0,7479.0,13049.0,12516.0,6814.0,6133.0,6133.0,6739.0,Real_Face
109,5287.0,5427.0,6195.0,6814.0,5476.0,4754.0,6524.0,6388.0,5427.0,6594.0,Real_Face
110,6814.0,6969.0,773.0,786.0,8070.0,7763.0,6013.0,6323.0,6814.0,5954.0,Real_Face
111,5732.0,6323.0,749.0,766.0,7301.0,7666.0,7215.0,5841.0,6323.0,6456.0,Real_Face
112,5287.0,5068.0,9435.0,7763.0,5427.0,4646.0,6013.0,5197.0,4791.0,6388.0,Real_Face
113,7215.0,7049.0,807.0,813.0,7571.0,7763.0,6072.0,6388.0,6456.0,6072.0,Real_Face
114,6814.0,7301.0,6814.0,7049.0,7666.0,8638.0,5841.0,6739.0,6323.0,6133.0,Real_Face
115,6013.0,6456.0,7301.0,6739.0,11794.0,14602.0,6456.0,6195.0,5679.0,6594.0,Real_Face
116,6195.0,5333.0,7863.0,7479.0,7301.0,5154.0,6524.0,5575.0,6388.0,6739.0,Real_Face
117,6133.0,5380.0,6388.0,6524.0,5154.0,4682.0,6666.0,5732.0,6388.0,6739.0,Real_Face
118,5732.0,5333.0,7479.0,7389.0,5380.0,5111.0,6072.0,5732.0,5841.0,6323.0,Real_Face
119,6891.0,7049.0,812.0,832.0,7389.0,7389.0,6388.0,7049.0,6594.0,7666.0,Real_Face
120,6133.0,5427.0,8401.0,7479.0,4867.0,4509.0,6666.0,6258.0,5841.0,6388.0,Real_Face
121,6594.0,7049.0,751.0,764.0,7666.0,8288.0,790.0,6814.0,6524.0,6739.0,Real_Face
122,601.0,487.0,475.0,471.0,9019.0,8070.0,465.0,479.0,6739.0,470.0,Real_Face
123,523.0,429.0,437.0,431.0,448.0,471.0,430.0,425.0,443.0,439.0,Real_Face
124,560.0,7215.0,434.0,442.0,5897.0,6456.0,6456.0,8070.0,5575.0,6388.0,Real_Face
125,6594.0,7479.0,7301.0,7049.0,7479.0,9892.0,6456.0,7301.0,6814.0,6524.0,Real_Face
126,4791.0,4444.0,9892.0,7965.0,9292.0,4230.0,4946.0,4867.0,5197.0,4867.0,Real_Face
127,6323.0,5380.0,7479.0,7863.0,8638.0,6013.0,6666.0,5476.0,5732.0,6323.0,Real_Face
128,4791.0,4791.0,6388.0,5575.0,4230.0,4986.0,5679.0,4906.0,4718.0,5242.0,Real_Face
129,4791.0,4543.0,8888.0,9892.0,13332.0,6739.0,4986.0,4754.0,5154.0,4906.0,Real_Face
130,4906.0,4791.0,6258.0,5427.0,4682.0,10574.0,6388.0,4946.0,4791.0,5679.0,Real_Face
131,5242.0,4986.0,7049.0,6072.0,4509.0,4867.0,6388.0,5154.0,4946.0,6456.0,Real_Face
132,4867.0,4906.0,6456.0,5575.0,4259.0,5575.0,6388.0,4754.0,4791.0,5841.0,Real_Face
133,5242.0,4867.0,6814.0,5732.0,4477.0,4867.0,6258.0,5154.0,4946.0,6456.0,Real_Face
134,5242.0,4946.0,6072.0,5427.0,4477.0,4946.0,6195.0,4946.0,4791.0,6388.0,Real_Face
135,5333.0,5111.0,8070.0,7666.0,4718.0,3982.0,5897.0,5197.0,4829.0,6388.0,Real_Face
136,5197.0,4986.0,8070.0,8288.0,5111.0,4611.0,5679.0,5287.0,5068.0,6323.0,Real_Face
137,6258.0,6072.0,7215.0,7965.0,9292.0,9154.0,6666.0,6195.0,5679.0,6388.0,Real_Face
138,5626.0,595.0,522.0,526.0,6666.0,7389.0,546.0,585.0,6739.0,543.0,Real_Face
139,15725.0,5897.0,531.0,535.0,5242.0,5027.0,591.0,5068.0,4682.0,4906.0,Real_Face
140,4172.0,3906.0,7666.0,5786.0,5068.0,3957.0,6013.0,3608.0,3545.0,3957.0,Real_Face
141,4791.0,4577.0,6013.0,6258.0,4829.0,4986.0,5626.0,4477.0,4682.0,4577.0,Real_Face
142,4754.0,3051.0,3857.0,3762.0,2726.0,2813.0,3297.0,3426.0,6594.0,3315.0,Real_Face
143,642.0,615.0,613.0,603.0,8177.0,8888.0,612.0,625.0,619.0,599.0,Real_Face
144,6323.0,5287.0,585.0,582.0,4791.0,5197.0,616.0,5287.0,5068.0,631.0,Real_Face
145,6969.0,4350.0,6666.0,8070.0,5154.0,4682.0,5786.0,4201.0,4381.0,4444.0,Real_Face
146,6388.0,6072.0,591.0,591.0,9019.0,9435.0,631.0,18038.0,5427.0,5786.0,Real_Face
147,5732.0,6666.0,597.0,599.0,9154.0,8401.0,642.0,13629.0,8638.0,5679.0,Real_Face
148,5954.0,611.0,577.0,566.0,9735.0,7215.0,577.0,616.0,614.0,594.0,Real_Face
149,913.0,824.0,822.0,819.0,865.0,888.0,809.0,831.0,847.0,810.0,Real_Face
150,5333.0,5027.0,664.0,671.0,4829.0,4611.0,689.0,5679.0,6524.0,699.0,Real_Face
151,462.0,854.0,802.0,807.0,6323.0,6133.0,456.0,459.0,460.0,459.0,Real_Face
152,6258.0,4718.0,617.0,618.0,5786.0,4946.0,663.0,5380.0,6133.0,6072.0,Real_Face
153,252.0,3982.0,548.0,553.0,3857.0,3786.0,588.0,4289.0,4718.0,4412.0,Real_Face
154,12025.0,876.0,833.0,837.0,6013.0,5897.0,833.0,875.0,7131.0,844.0,Real_Face
155,902.0,832.0,861.0,847.0,879.0,909.0,833.0,842.0,858.0,831.0,Real_Face
156,931.0,876.0,871.0,864.0,931.0,6969.0,845.0,871.0,885.0,848.0,Real_Face
157,918.0,852.0,861.0,863.0,915.0,941.0,832.0,849.0,859.0,842.0,Real_Face
158,929.0,865.0,867.0,867.0,925.0,951.0,849.0,864.0,877.0,854.0,Real_Face
159,964.0,886.0,870.0,864.0,5954.0,7131.0,865.0,881.0,902.0,861.0,Real_Face
160,935.0,885.0,888.0,875.0,944.0,7479.0,866.0,880.0,895.0,859.0,Real_Face
161,929.0,871.0,884.0,880.0,938.0,960.0,863.0,872.0,879.0,860.0,Real_Face
162,915.0,864.0,891.0,876.0,932.0,972.0,860.0,864.0,876.0,864.0,Real_Face
163,931.0,871.0,891.0,874.0,941.0,963.0,859.0,867.0,877.0,865.0,Real_Face
164,902.0,849.0,905.0,895.0,866.0,871.0,866.0,845.0,849.0,867.0,Real_Face
165,944.0,885.0,879.0,876.0,935.0,7763.0,867.0,889.0,895.0,864.0,Real_Face
166,944.0,902.0,905.0,907.0,969.0,7389.0,886.0,907.0,919.0,879.0,Real_Face
167,936.0,881.0,880.0,877.0,946.0,948.0,867.0,882.0,891.0,864.0,Real_Face
168,931.0,911.0,924.0,913.0,975.0,6388.0,879.0,898.0,911.0,877.0,Real_Face
169,738.0,869.0,917.0,895.0,911.0,941.0,866.0,867.0,830.0,855.0,Real_Face
170,935.0,874.0,879.0,875.0,926.0,954.0,857.0,870.0,880.0,863.0,Real_Face
171,21148.0,5068.0,575.0,596.0,4718.0,4201.0,4611.0,4509.0,5287.0,5525.0,Real_Face
172,8518.0,8888.0,638.0,630.0,8177.0,7131.0,647.0,692.0,6258.0,672.0,Real_Face
173,6666.0,6258.0,633.0,632.0,10221.0,18038.0,654.0,6072.0,6323.0,683.0,Real_Face
174,6456.0,5732.0,654.0,655.0,7301.0,11357.0,681.0,5575.0,5679.0,5841.0,Real_Face
175,7479.0,10054.0,613.0,611.0,6388.0,6739.0,619.0,5333.0,5679.0,653.0,Real_Face
176,6323.0,682.0,619.0,619.0,6388.0,11357.0,642.0,678.0,6594.0,662.0,Real_Face
177,6969.0,6666.0,674.0,666.0,9735.0,13332.0,687.0,5841.0,6072.0,714.0,Real_Face
178,6814.0,9154.0,691.0,689.0,10054.0,8888.0,700.0,754.0,5679.0,729.0,Real_Face
179,8177.0,752.0,732.0,707.0,9435.0,10395.0,694.0,752.0,740.0,699.0,Real_Face
180,599.0,722.0,696.0,685.0,8638.0,8638.0,690.0,707.0,717.0,694.0,Real_Face
181,599.0,722.0,696.0,685.0,8638.0,8638.0,690.0,707.0,717.0,694.0,Real_Face
182,707.0,684.0,711.0,703.0,698.0,711.0,690.0,678.0,691.0,690.0,Real_Face
183,7131.0,748.0,700.0,694.0,9583.0,10054.0,691.0,748.0,742.0,706.0,Real_Face
184,8288.0,6388.0,679.0,678.0,6258.0,5954.0,696.0,6133.0,7863.0,718.0,Real_Face
185,848.0,751.0,679.0,673.0,6258.0,6133.0,688.0,727.0,742.0,705.0,Real_Face
186,777.0,704.0,688.0,671.0,708.0,719.0,683.0,691.0,703.0,683.0,Real_Face
187,7049.0,5732.0,681.0,678.0,7049.0,6891.0,696.0,734.0,7863.0,721.0,Real_Face
188,6133.0,6594.0,681.0,676.0,5525.0,5679.0,709.0,4986.0,5111.0,702.0,Real_Face
189,695.0,684.0,674.0,658.0,8888.0,9583.0,655.0,691.0,679.0,655.0,Real_Face
190,576.0,711.0,714.0,700.0,10395.0,9735.0,682.0,691.0,702.0,679.0,Real_Face
191,585.0,722.0,711.0,700.0,10395.0,8888.0,683.0,710.0,716.0,684.0,Real_Face
192,7571.0,4509.0,570.0,567.0,5027.0,3957.0,4906.0,5111.0,9019.0,18038.0,Real_Face
193,8518.0,700.0,654.0,646.0,7763.0,6594.0,658.0,691.0,689.0,668.0,Real_Face
194,6323.0,5679.0,613.0,610.0,6524.0,5897.0,620.0,5242.0,6013.0,643.0,Real_Face
195,8177.0,695.0,634.0,625.0,8638.0,10952.0,642.0,674.0,685.0,648.0,Real_Face
196,6814.0,6195.0,644.0,641.0,7301.0,7863.0,659.0,704.0,6969.0,681.0,Real_Face
197,5954.0,4682.0,612.0,610.0,5575.0,5242.0,644.0,5476.0,6814.0,6013.0,Real_Face
198,549.0,624.0,657.0,634.0,655.0,664.0,623.0,624.0,632.0,621.0,Real_Face
199,789.0,681.0,651.0,640.0,679.0,692.0,652.0,662.0,680.0,661.0,Real_Face
200,4381.0,15725.0,409.0,409.0,3465.0,4116.0,460.0,15332.0,17522.0,4444.0,Real_Face
201,694.0,690.0,658.0,646.0,9019.0,10221.0,646.0,684.0,676.0,652.0,Real_Face
202,9154.0,694.0,658.0,648.0,10221.0,9154.0,646.0,688.0,682.0,652.0,Real_Face
203,7215.0,5154.0,659.0,657.0,7763.0,5732.0,668.0,5575.0,5897.0,690.0,Real_Face
204,526.0,664.0,651.0,635.0,8761.0,9154.0,635.0,653.0,652.0,637.0,Real_Face
205,8070.0,702.0,682.0,664.0,11357.0,8177.0,660.0,691.0,688.0,662.0,Real_Face
206,702.0,675.0,665.0,649.0,675.0,686.0,654.0,664.0,668.0,653.0,Real_Face
207,6072.0,4906.0,554.0,551.0,6323.0,5897.0,579.0,5679.0,6323.0,601.0,Real_Face
208,6072.0,5333.0,610.0,611.0,6594.0,5242.0,638.0,6013.0,6072.0,649.0,Real_Face
209,6195.0,5287.0,617.0,617.0,6524.0,5027.0,650.0,6072.0,5897.0,668.0,Real_Face
210,6456.0,4906.0,645.0,636.0,6969.0,5679.0,646.0,5197.0,6258.0,658.0,Real_Face
211,6133.0,675.0,623.0,622.0,675.0,6013.0,639.0,665.0,7301.0,655.0,Real_Face
212,6456.0,650.0,595.0,594.0,7571.0,6072.0,611.0,645.0,6013.0,626.0,Real_Face
213,6195.0,5197.0,602.0,599.0,6323.0,5242.0,625.0,5027.0,6013.0,5897.0,Real_Face
214,5786.0,699.0,657.0,648.0,5954.0,12025.0,659.0,692.0,7131.0,681.0,Real_Face
215,677.0,13629.0,451.0,449.0,3882.0,4172.0,490.0,23588.0,5287.0,512.0,Real_Face
216,5476.0,700.0,664.0,651.0,6013.0,18038.0,660.0,691.0,694.0,672.0,Real_Face
217,6072.0,5197.0,654.0,648.0,5679.0,4829.0,668.0,5575.0,6814.0,679.0,Real_Face
218,6524.0,718.0,670.0,663.0,8518.0,6814.0,667.0,708.0,6195.0,678.0,Real_Face
219,678.0,675.0,691.0,670.0,725.0,705.0,656.0,656.0,652.0,642.0,Real_Face
220,6072.0,3586.0,651.0,646.0,6133.0,8888.0,657.0,705.0,6594.0,681.0,Real_Face
221,7215.0,6195.0,659.0,655.0,7571.0,7301.0,663.0,5525.0,5897.0,684.0,Real_Face
222,7131.0,6013.0,669.0,669.0,7666.0,7479.0,672.0,5732.0,6195.0,692.0,Real_Face
223,6133.0,4986.0,670.0,662.0,5732.0,4477.0,680.0,5476.0,6814.0,694.0,Real_Face
224,6739.0,5679.0,664.0,657.0,7763.0,6388.0,659.0,6524.0,6072.0,675.0,Real_Face
225,5841.0,5111.0,667.0,667.0,4381.0,3857.0,707.0,14958.0,17522.0,6133.0,Real_Face
226,6323.0,6258.0,723.0,699.0,6739.0,6524.0,685.0,7301.0,5679.0,711.0,Real_Face
227,6969.0,6524.0,695.0,686.0,7571.0,10054.0,680.0,6323.0,6072.0,699.0,Real_Face
228,5954.0,4718.0,681.0,678.0,5954.0,4867.0,711.0,5525.0,6891.0,6072.0,Real_Face
229,7301.0,5525.0,652.0,654.0,11794.0,5626.0,663.0,5575.0,5841.0,681.0,Real_Face
230,5427.0,5068.0,564.0,560.0,4543.0,4144.0,595.0,11357.0,21903.0,6258.0,Real_Face
231,6013.0,8070.0,9292.0,695.0,7763.0,6195.0,689.0,6133.0,5679.0,703.0,Real_Face
232,6072.0,5197.0,567.0,562.0,5841.0,5786.0,581.0,5111.0,6594.0,601.0,Real_Face
233,744.0,672.0,681.0,663.0,672.0,696.0,666.0,661.0,677.0,674.0,Real_Face
234,749.0,660.0,665.0,649.0,667.0,683.0,659.0,659.0,670.0,663.0,Real_Face
235,750.0,661.0,673.0,652.0,665.0,681.0,664.0,659.0,677.0,672.0,Real_Face
236,733.0,653.0,672.0,652.0,659.0,675.0,664.0,658.0,667.0,671.0,Real_Face
237,712.0,672.0,692.0,680.0,681.0,684.0,675.0,659.0,675.0,678.0,Real_Face
238,731.0,667.0,684.0,672.0,676.0,693.0,672.0,663.0,678.0,671.0,Real_Face
239,752.0,680.0,664.0,651.0,689.0,695.0,661.0,670.0,681.0,671.0,Real_Face
240,7131.0,6013.0,8638.0,722.0,7131.0,6969.0,725.0,6524.0,5575.0,739.0,Real_Face
241,6323.0,7863.0,9435.0,8888.0,7479.0,6739.0,739.0,6013.0,5575.0,742.0,Real_Face
242,730.0,694.0,703.0,689.0,697.0,713.0,687.0,682.0,694.0,682.0,Real_Face
243,570.0,13332.0,381.0,386.0,15725.0,16575.0,431.0,4230.0,625.0,615.0,Real_Face
244,683.0,584.0,604.0,591.0,592.0,601.0,608.0,594.0,608.0,611.0,Real_Face
245,705.0,609.0,608.0,592.0,610.0,623.0,608.0,613.0,626.0,616.0,Real_Face
246,718.0,643.0,644.0,630.0,643.0,655.0,644.0,641.0,655.0,649.0,Real_Face
247,7863.0,5626.0,699.0,690.0,6891.0,6666.0,701.0,5626.0,6195.0,729.0,Real_Face
248,6072.0,6133.0,677.0,679.0,7571.0,8288.0,696.0,5786.0,5954.0,720.0,Real_Face
249,752.0,695.0,688.0,667.0,717.0,711.0,672.0,685.0,689.0,677.0,Real_Face
250,731.0,650.0,671.0,667.0,655.0,668.0,667.0,652.0,665.0,668.0,Real_Face
